State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Washington,3/7/2020,"6,616",2/29/2020,"56,513","3,333,838",1.7
Washington,3/14/2020,"14,240",3/7/2020,"55,588","3,333,838",1.67
Washington,3/21/2020,"129,909",3/14/2020,"62,623","3,333,838",1.88
Washington,3/28/2020,"182,849",3/21/2020,"158,025","3,333,838",4.74
Washington,4/4/2020,"171,252",3/28/2020,"309,411","3,333,838",9.28
Washington,4/11/2020,"144,455",4/4/2020,"442,936","3,351,028",13.22
Washington,4/18/2020,"83,475",4/11/2020,"535,185","3,351,028",15.97
Washington,4/25/2020,"139,505",4/18/2020,"573,374","3,351,028",17.11
Washington,5/2/2020,"102,216",4/25/2020,"604,048","3,351,028",18.03
Washington,5/9/2020,"110,831",5/2/2020,"739,795","3,351,028",22.08
Washington,5/16/2020,"140,119",5/9/2020,"1,045,456","3,351,028",31.2
Washington,5/23/2020,"49,436",5/16/2020,"593,287","3,351,028",17.7
Washington,5/30/2020,"31,929",5/23/2020,"479,768","3,351,028",14.32
Washington,6/6/2020,"30,677",5/30/2020,"438,156","3,351,028",13.08
Washington,6/13/2020,"30,217",6/6/2020,"410,204","3,351,028",12.24
Washington,6/20/2020,"30,793",6/13/2020,"418,459","3,351,028",12.49
Washington,6/27/2020,"33,266",6/20/2020,"416,604","3,351,028",12.43
Washington,7/4/2020,"29,506",6/27/2020,"380,975","3,351,028",11.37
Washington,7/11/2020,"45,622",7/4/2020,"387,558","3,383,128",11.46
Washington,7/18/2020,"33,361",7/11/2020,"375,988","3,383,128",11.11
Washington,7/25/2020,"30,653",7/18/2020,"356,149","3,383,128",10.53
Washington,8/1/2020,"26,486",7/25/2020,"347,205","3,383,128",10.26
Washington,8/8/2020,"22,991",8/1/2020,"308,568","3,383,128",9.12
Washington,8/15/2020,"24,005",8/8/2020,"299,672","3,383,128",8.86
Washington,8/22/2020,"21,404",8/15/2020,"284,224","3,383,128",8.4
Washington,8/29/2020,"22,286",8/22/2020,"277,631","3,383,128",8.21
Washington,9/5/2020,"24,459",8/29/2020,"271,917","3,383,128",8.04
Washington,9/12/2020,"21,168",9/5/2020,"263,245","3,383,128",7.78
Washington,9/19/2020,"23,105",9/12/2020,"254,002","3,383,128",7.51
Washington,9/26/2020,"21,002",9/19/2020,"236,928","3,383,128",7
Washington,10/3/2020,"18,528",9/26/2020,"208,017","3,383,128",6.15
Washington,10/10/2020,"25,631",10/3/2020,"190,215","3,403,434",5.59
Washington,10/17/2020,"19,980",10/10/2020,"177,627","3,403,434",5.22
Washington,10/24/2020,"18,025",10/17/2020,"165,664","3,403,434",4.87
Washington,10/31/2020,"18,863",10/24/2020,"160,730","3,403,434",4.72
West Virginia,1/4/2020,"1,564",12/28/2019,"15,887","670,192",2.37
West Virginia,1/11/2020,"2,638",1/4/2020,"18,026","670,051",2.69
West Virginia,1/18/2020,"1,895",1/11/2020,"17,681","670,051",2.64
West Virginia,1/25/2020,"1,290",1/18/2020,"16,745","670,051",2.5
West Virginia,2/1/2020,"1,364",1/25/2020,"16,905","670,051",2.52
West Virginia,2/8/2020,"1,206",2/1/2020,"16,588","670,051",2.48
West Virginia,2/15/2020,"1,172",2/8/2020,"16,856","670,051",2.52
West Virginia,2/22/2020,"1,207",2/15/2020,"17,355","670,051",2.59
West Virginia,2/29/2020,"1,108",2/22/2020,"16,797","670,051",2.51
West Virginia,3/7/2020,"1,033",2/29/2020,"16,110","670,051",2.4
West Virginia,3/14/2020,865,3/7/2020,"15,394","670,051",2.3
West Virginia,3/21/2020,"3,536",3/14/2020,"14,154","670,051",2.11
West Virginia,3/28/2020,"14,523",3/21/2020,"21,145","670,051",3.16
West Virginia,4/4/2020,"14,494",3/28/2020,"36,690","670,051",5.48
West Virginia,4/11/2020,"14,944",4/4/2020,"48,597","667,871",7.28
West Virginia,4/18/2020,"46,755",4/11/2020,"96,128","667,871",14.39
West Virginia,4/25/2020,"29,818",4/18/2020,"146,566","667,871",21.95
West Virginia,5/2/2020,"13,227",4/25/2020,"110,377","667,871",16.53
West Virginia,5/9/2020,"6,045",5/2/2020,"107,405","667,871",16.08
West Virginia,5/16/2020,"5,026",5/9/2020,"98,794","667,871",14.79
West Virginia,5/23/2020,"4,904",5/16/2020,"93,086","667,871",13.94
West Virginia,5/30/2020,"4,685",5/23/2020,"84,610","667,871",12.67
West Virginia,6/6/2020,"4,413",5/30/2020,"83,162","667,871",12.45
West Virginia,6/13/2020,"4,327",6/6/2020,"75,236","667,871",11.27
West Virginia,6/20/2020,"3,756",6/13/2020,"70,276","667,871",10.52
West Virginia,6/27/2020,"3,532",6/20/2020,"69,096","667,871",10.35
West Virginia,7/4/2020,"3,330",6/27/2020,"65,556","667,871",9.82
West Virginia,7/11/2020,"4,070",7/4/2020,"64,342","664,212",9.69
West Virginia,7/18/2020,"3,758",7/11/2020,"65,680","664,212",9.89
West Virginia,7/25/2020,"3,123",7/18/2020,"64,365","664,212",9.69
West Virginia,8/1/2020,"2,506",7/25/2020,"62,696","664,212",9.44
West Virginia,8/8/2020,"1,981",8/1/2020,"57,763","664,212",8.7
West Virginia,8/15/2020,"2,414",8/8/2020,"54,525","664,212",8.21
West Virginia,8/22/2020,"2,082",8/15/2020,"52,079","664,212",7.84
West Virginia,8/29/2020,"2,026",8/22/2020,"49,892","664,212",7.51
West Virginia,9/5/2020,"2,113",8/29/2020,"47,742","664,212",7.19
West Virginia,9/12/2020,"1,881",9/5/2020,"45,891","664,212",6.91
West Virginia,9/19/2020,"2,224",9/12/2020,"45,429","664,212",6.84
West Virginia,9/26/2020,"1,903",9/19/2020,"40,892","664,212",6.16
West Virginia,10/3/2020,"1,958",9/26/2020,"35,220","664,212",5.3
West Virginia,10/10/2020,"2,138",10/3/2020,"30,712","662,540",4.64
West Virginia,10/17/2020,"1,940",10/10/2020,"26,469","662,540",4
West Virginia,10/24/2020,"2,091",10/17/2020,"24,485","662,540",3.7
West Virginia,10/31/2020,"2,023",10/24/2020,"23,054","662,540",3.48
Wisconsin,1/4/2020,"12,854",12/28/2019,"49,605","2,848,173",1.74
Wisconsin,1/11/2020,"8,255",1/4/2020,"53,305","2,851,929",1.87
Wisconsin,1/18/2020,"6,388",1/11/2020,"44,776","2,851,929",1.57
Wisconsin,1/25/2020,"6,134",1/18/2020,"44,077","2,851,929",1.55
Wisconsin,2/1/2020,"6,280",1/25/2020,"44,425","2,851,929",1.56
Wisconsin,2/8/2020,"6,579",2/1/2020,"44,477","2,851,929",1.56
Wisconsin,2/15/2020,"5,808",2/8/2020,"44,163","2,851,929",1.55
Wisconsin,2/22/2020,"6,098",2/15/2020,"43,996","2,851,929",1.54
Wisconsin,2/29/2020,"5,658",2/22/2020,"43,574","2,851,929",1.53
Wisconsin,3/7/2020,"5,052",2/29/2020,"42,337","2,851,929",1.48
Wisconsin,3/14/2020,"5,190",3/7/2020,"40,738","2,851,929",1.43
Wisconsin,3/21/2020,"51,031",3/14/2020,"43,607","2,851,929",1.53
Wisconsin,3/28/2020,"110,934",3/21/2020,"99,574","2,851,929",3.49
Wisconsin,4/4/2020,"104,823",3/28/2020,"208,387","2,851,929",7.31
Wisconsin,4/11/2020,"70,000",4/4/2020,"262,847","2,853,837",9.21
Wisconsin,4/18/2020,"55,883",4/11/2020,"299,532","2,853,837",10.5
Wisconsin,4/25/2020,"49,993",4/18/2020,"321,063","2,853,837",11.25
Wisconsin,5/2/2020,"37,885",4/25/2020,"314,025","2,853,837",11
Wisconsin,5/9/2020,"38,710",5/2/2020,"313,248","2,853,837",10.98
Wisconsin,5/16/2020,"31,287",5/9/2020,"308,397","2,853,837",10.81
Wisconsin,5/23/2020,"28,967",5/16/2020,"291,677","2,853,837",10.22
Wisconsin,5/30/2020,"24,661",5/23/2020,"269,678","2,853,837",9.45
Wisconsin,6/6/2020,"25,047",5/30/2020,"255,805","2,853,837",8.96
Wisconsin,6/13/2020,"25,543",6/6/2020,"238,528","2,853,837",8.36
Wisconsin,6/20/2020,"25,428",6/13/2020,"225,424","2,853,837",7.9
Wisconsin,6/27/2020,"24,925",6/20/2020,"222,897","2,853,837",7.81
Wisconsin,7/4/2020,"27,385",6/27/2020,"218,553","2,853,837",7.66
Wisconsin,7/11/2020,"29,051",7/4/2020,"224,765","2,855,007",7.87
Wisconsin,7/18/2020,"25,129",7/11/2020,"218,606","2,855,007",7.66
Wisconsin,7/25/2020,"23,026",7/18/2020,"211,944","2,855,007",7.42
Wisconsin,8/1/2020,"19,196",7/25/2020,"208,649","2,855,007",7.31
Wisconsin,8/8/2020,"14,257",8/1/2020,"180,146","2,855,007",6.31
Wisconsin,8/15/2020,"14,834",8/8/2020,"173,270","2,855,007",6.07
Wisconsin,8/22/2020,"13,879",8/15/2020,"161,697","2,855,007",5.66
Wisconsin,8/29/2020,"12,457",8/22/2020,"150,900","2,855,007",5.29
Wisconsin,9/5/2020,"12,238",8/29/2020,"138,621","2,855,007",4.86
Wisconsin,9/12/2020,"11,709",9/5/2020,"130,672","2,855,007",4.58
Wisconsin,9/19/2020,"12,178",9/12/2020,"128,663","2,855,007",4.51
Wisconsin,9/26/2020,"11,185",9/19/2020,"119,104","2,855,007",4.17
Wisconsin,10/3/2020,"11,916",9/26/2020,"112,613","2,855,007",3.94
Wisconsin,10/10/2020,"14,971",10/3/2020,"110,050","2,857,433",3.85
Wisconsin,10/17/2020,"13,890",10/10/2020,"102,729","2,857,433",3.6
Wisconsin,10/24/2020,"13,540",10/17/2020,"100,438","2,857,433",3.51
Wisconsin,10/31/2020,"14,874",10/24/2020,"98,223","2,857,433",3.44
Wyoming,1/4/2020,662,12/28/2019,"3,219","267,362",1.2
Wyoming,1/11/2020,829,1/4/2020,"3,302","268,518",1.23
Wyoming,1/18/2020,636,1/11/2020,"3,301","268,518",1.23
Wyoming,1/25/2020,531,1/18/2020,"3,354","268,518",1.25
Wyoming,2/1/2020,529,1/25/2020,"3,475","268,518",1.29
Wyoming,2/8/2020,589,2/1/2020,"3,507","268,518",1.31
Wyoming,2/15/2020,598,2/8/2020,"3,699","268,518",1.38
Wyoming,2/22/2020,389,2/15/2020,"3,611","268,518",1.34
Wyoming,2/29/2020,471,2/22/2020,"3,543","268,518",1.32
Wyoming,3/7/2020,534,2/29/2020,"3,508","268,518",1.31
Wyoming,3/14/2020,517,3/7/2020,"3,375","268,518",1.26
Wyoming,3/21/2020,"3,653",3/14/2020,"3,197","268,518",1.19
Wyoming,3/28/2020,"6,396",3/21/2020,"4,519","268,518",1.68
Wyoming,4/4/2020,"6,543",3/28/2020,"7,790","268,518",2.9
Wyoming,4/11/2020,"5,794",4/4/2020,"11,212","270,013",4.15
Wyoming,4/18/2020,"4,381",4/11/2020,"14,302","270,013",5.3
Wyoming,4/25/2020,"3,497",4/18/2020,"16,566","270,013",6.14
Wyoming,5/2/2020,"2,854",4/25/2020,"17,521","270,013",6.49
Wyoming,5/9/2020,"3,297",5/2/2020,"17,928","270,013",6.64
Wyoming,5/16/2020,"2,303",5/9/2020,"17,335","270,013",6.42
Wyoming,5/23/2020,"2,800",5/16/2020,"17,631","270,013",6.53
Wyoming,5/30/2020,"2,421",5/23/2020,"15,853","270,013",5.87
Wyoming,6/6/2020,"2,013",5/30/2020,"15,552","270,013",5.76
Wyoming,6/13/2020,"1,539",6/6/2020,"15,371","270,013",5.69
Wyoming,6/20/2020,"1,402",6/13/2020,"15,070","270,013",5.58
Wyoming,6/27/2020,"1,418",6/20/2020,"14,494","270,013",5.37
Wyoming,7/4/2020,"1,338",6/27/2020,"14,048","270,013",5.2
Wyoming,7/11/2020,"1,485",7/4/2020,"13,711","269,607",5.09
Wyoming,7/18/2020,"2,664",7/11/2020,"13,497","269,604",5.01
Wyoming,7/25/2020,"1,600",7/18/2020,"13,023","269,604",4.83
Wyoming,8/1/2020,"1,130",7/25/2020,"12,854","269,604",4.77
Wyoming,8/8/2020,"1,115",8/1/2020,"11,320","269,604",4.2
Wyoming,8/15/2020,861,8/8/2020,"10,568","269,604",3.92
Wyoming,8/22/2020,963,8/15/2020,"9,827","269,604",3.64
Wyoming,8/29/2020,957,8/22/2020,"9,146","269,604",3.39
Wyoming,9/5/2020,793,8/29/2020,"8,880","269,604",3.29
Wyoming,9/12/2020,697,9/5/2020,"7,920","269,604",2.94
Wyoming,9/19/2020,746,9/12/2020,"7,860","269,604",2.92
Wyoming,9/26/2020,801,9/19/2020,"7,329","269,604",2.72
Wyoming,10/3/2020,759,9/26/2020,"6,823","269,604",2.53
Wyoming,10/10/2020,944,10/3/2020,"6,501","262,767",2.47
Wyoming,10/17/2020,"1,375",10/10/2020,"6,011","262,767",2.29
Wyoming,10/24/2020,"1,129",10/17/2020,"5,793","262,767",2.2
Wyoming,10/31/2020,981,10/24/2020,"5,667","262,767",2.16
